,gene,X14d.1,X14d.2,X14d.3,X21d.2,X21d.3,X21d.4,X28d.1,X28d.2,X28d.3,cluster,membership
26,WP_003531916.1,0.183145947244166,-1.05189651222334,-0.283080895598976,0.219008323583753,-1.67155081048467,-0.630489664590422,1.00807623473494,1.26299952775022,0.963787849584317,1,0.811514776929764
27,WP_003531977.1,0.0212101531168945,0.260135959561121,-0.482337589782382,-1.51024854821277,-0.0563093265854655,-1.05721453167475,0.455351948091335,1.9856753869985,0.383736548487526,1,0.609414289692372
28,WP_003532333.1,-0.62475098043393,1.51633419456833,-0.831173559811582,-0.272879555643125,-1.13707606024446,-0.708920833815845,0.865079719882015,1.39954598100332,-0.206158905504715,1,0.516104227165567
29,WP_003532345.1,-1.11289687452948,-0.693814281191338,-0.9816717726926,-0.271496296351398,-0.629615110893423,-0.0772265632971795,1.52440552039345,1.08571666343729,1.15659871512467,1,0.978941049134244
30,WP_003532694.1,-1.4125274541759,-0.0787366542088652,1.46165522677726,0.403573146960427,-1.24962906237555,-0.880384846362807,1.05699349179054,0.326788472647977,0.372267678946916,1,0.444436628809354
31,WP_003532877.1,0.813303230033746,0.376124544335829,-1.44890782011882,0.0739411204894829,0.430788474496719,-1.46823729809656,1.56173135746434,0.187411813812539,-0.526155422417277,1,0.446491572864433
32,WP_003532907.1,-1.09589286431685,-0.243833680054985,-1.12525348611497,-0.803809101766741,-0.442912497455914,0.00143066068792222,1.40484362076668,1.15388227823363,1.15154507002124,1,0.9758864240725
33,WP_003532990.1,-0.529867338627776,0.930941884449366,-1.92225859248225,-0.314415678606749,1.08891626474307,0.199253931879765,-0.442099517020207,1.25245043594534,-0.262921390280562,1,0.425970095449758
34,WP_003533819.1,-0.895086927644685,-0.275216908227449,-0.100847668981753,-0.963579706911099,-0.965681954465101,-0.404962508814298,1.69656305591973,1.39473213243343,0.51408048669123,1,0.93691355476199
35,WP_003533842.1,0.68233014944243,-1.15128154945911,-0.353770609329491,-1.30623499721258,-0.633027813911166,0.394775426360727,1.86703213299843,0.574205404813,-0.0740281437022398,1,0.716703326002482
36,WP_003534144.1,-0.712305175521068,-0.304767713871033,-0.283121540535255,-0.446337100010808,-0.95170196852656,-0.965564405598143,0.803436686084094,0.907701686693518,1.95265953128525,1,0.866846630137385
37,WP_003534404.1,-0.632917400079086,-0.406126626986467,-0.358457048228209,-0.273546547425368,-1.2743230478161,-0.792455554997767,1.65345655459998,0.851062517104124,1.2333071538289,1,0.927784670620264
38,WP_003534542.1,-1.49114385637426,-0.353082263255405,-0.666944647583872,-0.238585228994385,-0.563725435368186,-0.304543446485774,1.07352451906169,1.6904940268879,0.854006332112296,1,0.965764491322797
39,WP_003534666.1,-0.569288158304875,-0.351088069254169,0.215997187405081,-0.613299396710961,-0.733498052538372,-0.709278000585203,0.712415717425448,2.34386691324836,-0.295828140685314,1,0.737674000096582
40,WP_003534918.1,-0.218419668361418,-0.564677160461279,0.102970705025677,-1.40054729934778,-0.718778045081043,-0.802488678683881,1.53793482613934,0.980212796127493,1.08379252464289,1,0.828209416452099
41,WP_003535074.1,-1.20229049760634,-0.0976043519615245,-0.565630851853659,-1.15443960989658,-0.432540794700404,0.558398989970815,0.975520312370367,1.85407643806218,0.0645103656151608,1,0.895547598474421
42,WP_003535531.1,-0.864701807864501,0.955407206323651,-0.0986930672824549,-0.386037233953526,-1.96659786645431,-0.157294385767796,1.14765229182009,0.557548315484169,0.812716547694677,1,0.508350685731395
43,WP_003535546.1,-0.736966095509617,-0.502607468746479,-0.759569998245243,-0.765159124815373,-0.480823484271882,-0.715521211765881,1.17105216847621,1.25987930315077,1.5297159117275,1,0.976036763539599
44,WP_003535753.1,-0.448435092922633,0.497170766712363,-0.364027293051921,-1.7844906553686,0.720039714551072,-0.990249896451788,0.441368453118358,0.38072353611407,1.54790046729907,1,0.52549366719484
45,WP_003536827.1,-0.579181393450013,0.910555199364034,-0.210730706823415,-0.46469666250261,-1.32186079036349,-1.0510914807601,0.90028326694226,1.70278814288708,0.113934424706263,1,0.515661823430177
46,WP_003537044.1,0.578001736069418,-1.98155849129043,0.0848162124202621,0.365753431753952,0.735687988539925,-0.10746593227649,-0.307431393755707,1.4889653514935,-0.856768902954428,1,0.365466077523869
47,WP_003537549.1,-0.0424587147578645,0.128981839105252,-0.381850363498982,-0.581042959287413,-1.76115773689476,-0.0272232121127115,1.74880450541521,-0.219494877829764,1.13544151986103,1,0.592733261955848
48,WP_003537551.1,0.134741914495082,-0.242787821398503,-0.0125227247045567,-1.00394199957804,-1.11865088026739,-0.911655879832435,1.31472776840425,1.75994721137202,0.080142411509562,1,0.656401917679108
49,WP_004434550.1,-0.910918875901505,-0.496033804232467,-1.4713534087899,0.686585432592559,0.653151185960229,-0.457434343591915,0.837823300492899,-0.488478306079693,1.64665881954979,1,0.695647026838824
50,WP_004435964.1,-0.405257698383376,-0.0921934964252018,-0.148598150190127,-1.070641458147,-1.04389205799233,-0.944380436775397,1.24083986500652,1.45757364516392,1.00654978774299,1,0.849878583430199
51,WP_010967071.1,-1.19071579068202,-0.880926037282665,-1.51970003610055,0.0137030716721926,0.559579486326736,-0.0664105435961029,0.995092381466668,0.989954206661907,1.09942326153383,1,0.922937568417351
52,WP_010967075.1,-0.300211302767859,-0.346479903437269,-0.428855064279269,-1.34157458788463,-0.710094582399886,-0.459643821599746,0.496246104491624,1.36040929873165,1.73020385914539,1,0.857944668754038
53,WP_010967084.1,-0.553528158111426,-0.0299947278959002,-0.0383036471699596,-1.00684461500887,-1.13598479044966,-0.907652874151486,1.1789474884011,1.42677221508937,1.06658910929684,1,0.829656225033936
54,WP_010967336.1,-0.804571550981383,-0.956310692527739,-0.122729090337417,-0.228017270079412,-0.636843560036108,-1.04992053638199,1.32889894373639,1.07981913492471,1.38967462168295,1,0.943534597331133
55,WP_010967540.1,-0.503357516593277,-0.442974120050784,-0.268614109876572,-0.298338983310406,-0.404712902491474,-0.486888676412474,0.988008658512974,2.29091474699088,-0.874037096768868,1,0.767857116451624
56,WP_010967652.1,-1.4288495850093,-0.0688678885070208,-0.0495632680085213,-0.342280110539395,-0.0419550008842459,-0.102672275421724,2.39668185350494,-0.103957438308828,-0.258536286825895,1,0.718903570022221
57,WP_010967657.1,-0.253556862230334,-0.485770791299893,-1.51300507577459,-0.644908697136989,0.12513985536111,1.46809559984545,-0.185660822942698,1.66125466355813,-0.171587869380183,1,0.64611314216275
58,WP_010967825.1,-0.277811641576098,-1.14477366380764,0.241420808125989,0.566618882880273,-1.26212541761875,1.59545294935557,1.25139587176095,-0.655277323817729,-0.314900465302558,1,0.376741605042242
59,WP_010967981.1,-0.375870609075105,0.604215355582703,-1.25691454411513,0.152716556605632,-0.621825184296895,-0.00841165599461767,0.827730834038407,-1.17550306391359,1.8538623111686,1,0.513640185628952
60,WP_010968067.1,-2.06400123334488,0.966078762368091,0.165965724142241,-0.853347130159517,0.129895782279226,0.119667236640991,1.12987199088961,-0.371816008451997,0.777684875636241,1,0.561908368585334
61,WP_010968180.1,0.146828676241331,0.198567993192405,-1.49471665476729,-1.12512752811941,-1.07839655003637,0.363794093246349,0.822808394014565,1.32839824466046,0.837843331567944,1,0.835119974290958
62,WP_010968387.1,-0.591731826356194,1.51977348252348,-0.894707790399444,-1.07550970402764,-0.334317918604441,-0.327434426920828,0.684420834731398,1.55277994044777,-0.533272591394091,1,0.5140908004265
63,WP_010968424.1,-1.2143205848014,0.975035246658907,-0.935361348676152,-0.230401371588309,-1.12889186035567,-0.293361052932175,1.1808825247272,1.34111761898194,0.305300827985663,1,0.813047035508744
64,WP_010968472.1,-0.57718944175537,-0.478255809575344,0.242405456751874,-0.524960860484252,-1.07747131810744,-0.99592228575966,0.314308853725873,1.71619519843492,1.3808902067694,1,0.751833215013963
65,WP_010968577.1,0.0372506059113067,-0.000670161026355061,-0.236533436922186,-0.965552541132482,-1.01788309733707,-0.910675112595984,-0.10955507586575,1.62796206666296,1.57565675230556,1,0.493426673147469
66,WP_010968742.1,-1.743019005158,0.0779812646448205,-0.357030223605065,-0.58270787150488,-0.0973813680881983,0.18045775316648,1.73113801070611,1.14940404777135,-0.35884260793262,1,0.845212824182029
67,WP_010968788.1,-1.43309932561889,-1.60081909870672,0.186923086698213,-0.452384269694817,-0.0317108540767398,0.808522475182381,0.94544728995422,1.20794869668521,0.369171999577136,1,0.855320211605895
68,WP_010968791.1,-0.758714640445657,-0.618915512906819,-0.448061321825888,-0.73209764275372,0.00429758065303812,-0.339778906152546,2.23895305141641,-0.3664280722325,1.02074546424768,1,0.837960407237235
69,WP_010968811.1,-0.868300002565114,-1.26495818927164,-0.43916443680401,-0.203268673315976,1.78912838572267,-0.50085641494282,-0.34961501569454,0.644348844798668,1.19268550207276,1,0.598820357812845
70,WP_010968846.1,-1.41185517938365,-0.980519980770376,-1.23631551255635,0.23432137647484,0.123397641225761,0.951870649198941,1.47276431112286,0.341312869440157,0.505023825247815,1,0.83884979093773
71,WP_010968930.1,-0.183427698115595,-0.115265355332176,-0.42690668791876,-0.912017953636523,-1.53523083649353,-0.321381636399713,1.03972685108436,1.66628300179574,0.788220315016205,1,0.848932172320164
72,WP_010969117.1,-1.32102436543868,-1.3324011705325,-1.1240983011427,0.625921286685345,0.578508875675863,1.28648845508838,0.854448407420993,0.2903764494449,0.141780362798404,1,0.626065218558648
73,WP_010969145.1,0.00187599666641166,-0.249420712274439,-1.15862325461888,-0.692818875462618,-0.255974018259074,0.312589183051229,-0.103474260145433,2.42183196102858,-0.275986019985773,1,0.721843017327359
74,WP_010969214.1,-0.117277167976746,-0.0208241436616233,-0.265750667293915,0.0156645153728227,-1.58913969290154,-0.797289421392681,-0.0539388851092014,0.801645772297233,2.02690969066566,1,0.503027591221307
75,WP_010969341.1,-0.728513418580397,-0.581272290942525,-0.477610674405049,-0.602635519835744,-0.311131026894807,-0.541238070421198,0.0958902008739388,0.80159874285238,2.3449120573534,1,0.831297778493559
76,WP_010969390.1,-1.44576067855178,0.277141835470023,0.649199452426483,-0.762073235640781,-1.31967268671821,-0.261960344142916,0.66755860377969,1.38475204715986,0.81081500621763,1,0.664757503872273
77,WP_010969419.1,-0.649966146414059,-0.948830578966644,0.0806913936680345,-1.53747423133724,-0.489278916235162,0.129903669274611,1.46473714331194,0.933107440616709,1.01711022608181,1,0.912141509387906
78,WP_010969445.1,-0.577102148048608,1.17924628427391,-1.18162476943693,-0.271521859991816,-1.05667919636753,1.33615888432426,1.16457070342229,-0.728033380800621,0.134985482625048,1,0.409400513187733
79,WP_010969507.1,-0.357216727521713,-1.58309489220139,0.952284110585823,-0.800737583162917,-0.528695186213847,-0.132277506953694,0.94046616352135,-0.110736394957367,1.62000801690375,1,0.635341347945656
80,WP_010969521.1,0.700167600492693,-1.12783885040876,0.085312933324533,-1.40463431794318,-0.655171310794103,-0.342223786096381,0.162950500734887,0.870813581409966,1.71062364928034,1,0.525058303612346
81,WP_010969546.1,-0.401307775455073,-1.49963324199514,-0.176263791555313,-0.377941055447052,-0.405929891028724,0.921911433232423,1.7595780731041,0.892664057634371,-0.713077808489588,1,0.756905692997059
82,WP_010969553.1,-0.69262780448172,-0.583585723343127,-0.600347712634588,-0.727990199907803,-0.81413596618381,-0.549876104078444,1.50985355836923,1.33385650023132,1.12485345202895,1,0.982517490131908
83,WP_010969558.1,-0.186716693770625,-1.23395722529286,-0.759675090315875,-0.509442273286764,-0.0391528638395982,-0.452861139584804,-0.0120547403428595,1.98339887371824,1.21046115271514,1,0.886256331326274
84,WP_010969613.1,-0.54272763189978,0.780593889323966,-0.64902604928517,-0.271713541672558,-0.115044715340559,-0.747547573227947,0.529848790234583,2.12529344836487,-1.1096766164974,1,0.550854584466684
85,WP_010969623.1,-1.09952802724073,-1.45040446156275,-0.899810199394786,0.318617056136261,1.31588845338489,0.584934732692701,0.247023666155666,1.25257284872055,-0.269294068891802,1,0.609712440205546
86,WP_010969678.1,-1.32664534940865,-1.00125060000767,-1.07875195703479,0.7126565925335,-0.357521925366577,0.191211699115299,0.782913438440293,1.6003061026849,0.477081999043696,1,0.903283527781533
87,WP_010969693.1,-0.126540314970528,-0.923454051005138,-0.945095230813179,-0.745721491246155,-0.836454375548818,-0.184180989551848,1.57294807453193,0.894990757208272,1.29350762139546,1,0.965374497159205
88,WP_010969729.1,-1.3656074741393,-0.0280534972389498,-1.77129394130729,0.434509435325657,-0.0370546705254546,1.30269531319936,0.970517193261862,0.0961526526258413,0.398134988798276,1,0.668211126592233
89,WP_010969761.1,-0.851089378369741,0.206654232682716,-0.642994697234334,-0.306620196221982,-0.643265950833305,-1.04009685283559,1.84895642185422,0.0853377181220948,1.34311870283592,1,0.833834895726204
90,WP_010969765.1,0.389324466670603,-0.469759932609183,-1.2046245523431,-0.612092209704166,0.686855904358014,-1.36323786166346,1.66275792441931,0.0731148215646337,0.83766143930734,1,0.724853375852042
91,WP_010969862.1,-0.748967504146349,-0.893986159698426,-0.021084527075278,-1.30259748727576,0.389504066239708,0.818572205781389,0.660025646555542,-0.692070244936083,1.79060400455525,1,0.629660248620056
92,WP_010969911.1,0.859771044800457,-0.744928444475742,-2.09736736888094,1.15706542968982,-0.471436335025275,0.703242087074664,0.098159133627942,0.00389190944569335,0.491602543743367,1,0.408314110293171
93,WP_010969953.1,0.481511526789162,-0.864709450189535,-0.459616051690835,-0.720802621827589,-0.113265375600652,0.900404645668681,1.21756482823275,-1.61451651003348,1.1734290086515,1,0.416797127999479
94,WP_010970070.1,-0.114683815904037,-0.509939709390423,-0.800232853585333,-0.738831844141543,-0.157033775203899,-1.3586567252265,1.25921589087036,0.931031627006558,1.48913120557481,1,0.899461793837916
95,WP_010970149.1,-1.22289394850905,0.0416882268428442,-0.323628635804382,0.466766094966032,-0.425222305183135,-1.33008326176931,1.48075678165637,1.42316199932646,-0.11054495152583,1,0.809335564515917
96,WP_010970153.1,-0.68878110813322,-0.780842646875067,-0.650976370149235,-0.651936129623811,-0.599993530543695,-0.480535784475863,1.47395157648332,0.702965499083641,1.67614849423393,1,0.965526332357474
97,WP_010970162.1,-0.765316328032538,-1.68129495205838,-1.08254863381833,0.148951791740319,0.462549720506251,1.36386762421804,0.523881651197956,1.02217467926112,0.00773444698554695,1,0.703106254861461
98,WP_010970225.1,-0.326023430634834,-0.134579564973268,-1.32408565767322,-1.12831145475632,-0.0431065527736893,-0.398744034263848,1.86352773887157,0.973361722317389,0.51796123388622,1,0.929907210324339
99,WP_010970293.1,-0.261675918338601,-0.324768563957751,-0.751513048891828,-1.39892711403602,-0.571708938019079,-0.146897655545483,0.34660511646067,1.59400669353093,1.51487942879717,1,0.885676502439466
100,WP_010970378.1,0.0618094697595866,-0.815388232269583,-0.655036018544331,0.151157418257166,-1.84507596709345,0.963642789768816,1.0714625549337,1.17743553969887,-0.110007554510777,1,0.737631281632067
101,WP_010970385.1,-0.985512426986516,-0.197552023810735,0.075389105406736,-1.06209862687441,0.840176482444979,-0.323398809062395,-0.215154345281329,2.20966015372305,-0.341509509559392,1,0.613651805613385
102,WP_010970510.1,-0.452860951973666,0.164437020886162,0.0876872784106603,-1.39750887404387,-1.11848359544174,-0.69216588873513,0.792213367616248,1.19444457337108,1.42223706991025,1,0.579579015508948
103,WP_010970568.1,1.14022148832254,-0.302428168718767,-1.93516100432378,-0.906001165012855,-0.0982095925727699,0.124692925423408,0.210110319081935,1.33762258268226,0.429152615118026,1,0.655461993085237
104,WP_010974952.1,-0.396582274526998,-0.386405119136964,-0.618347446385472,-0.457842444033443,-0.601278720140626,-0.817896501569767,0.920418942092589,2.28437466007354,0.073558903627137,1,0.892704966379727
105,WP_010975007.1,-0.430668203177969,-1.16140369247449,-0.669182271869152,-0.79975442135513,0.93403284691887,0.48047476884928,0.34331033428984,1.93766803228573,-0.634477393466978,1,0.701830918582756
106,WP_010975076.1,-0.381113521339564,-0.677298383723147,-0.180174834446054,-0.451029362752901,-1.64885421702586,-0.172995642853019,0.886587237181409,1.01206450062307,1.61281422433607,1,0.865286572928981
107,WP_010975118.1,-1.35745632227488,-0.138007323687402,-0.891785199049668,-0.797600804587,-0.15186108586353,0.168972254026129,0.257749642596485,1.87615508687801,1.03383375196185,1,0.919837123743063
108,WP_010975180.1,0.458520293903753,-1.38345407563903,-0.109947849509848,-0.563361842367495,-1.06149198495109,-0.536539966273124,1.17325661480492,1.60685588356854,0.416162926463375,1,0.824780931088782
109,WP_010975222.1,-0.0412187869373331,-0.188340727372924,-0.227026054021396,-1.16524447640064,-0.709781064092703,-1.11350700263157,1.77151440525451,0.468652231042038,1.20495147516002,1,0.726857427524647
110,WP_010975257.1,-1.19610477359772,0.702520426540346,0.708627913734691,0.561685476656196,-1.15291679685791,-0.996560755364726,1.33625813011587,0.776385111260345,-0.739894732487092,1,0.423223592576199
111,WP_010975324.1,-0.82024722810117,0.622299700863941,-1.25114756311678,-1.12053261239737,-0.073028939925757,-0.649113930389692,1.28169926298366,1.12616688495903,0.883904425124145,1,0.89148843778983
112,WP_010975483.1,0.054676683800057,-0.623272152469285,-1.21190938622847,-0.328785219897796,0.883872302666179,0.143166586083783,0.230590255907395,-1.12564564626497,1.97730657640311,1,0.482335526632333
113,WP_010975625.1,0.829681684832773,0.211268680221359,-1.12977341000659,-0.100592605244098,-1.12708263496879,0.541652581231366,1.89637144615569,-0.25120708083027,-0.870318661391436,1,0.411366515610057
114,WP_010975658.1,-0.110311041280667,0.0475827542713199,-1.16414298940351,-1.26888756879443,-0.537594600861859,-0.576739563025677,1.3874301953235,1.15345489473951,1.06920791903181,1,0.921970599002065
115,WP_010975758.1,-1.06034738848027,-1.67802617519622,-0.584810697540382,0.0632504980410198,0.702329414147638,-0.163855007500849,0.970411033647958,0.275945294475922,1.47510302840518,1,0.850366246815239
116,WP_010975761.1,-0.0126521815219778,-1.07489915471062,-0.724400891365455,-1.34065152827082,0.137436671887443,1.02035704078151,0.0578258682421919,0.0788254222803126,1.85815875267741,1,0.683572084130801
117,WP_010975786.1,-1.16356446392867,-1.05406575356706,-0.216648782190281,1.54655959074927,0.40947475293573,-1.24819194152129,0.0743196471586451,0.839447797656982,0.812669152706683,1,0.616974999510496
118,WP_010975829.1,0.393953213054535,-1.01388836214261,-1.31883701073931,1.56477577242541,-0.698491124953927,-0.659193211457868,0.26348675023577,0.205263650602763,1.26293032297523,1,0.59514648180955
119,WP_010975877.1,-0.471081466808506,1.39292989464965,-0.901180416434363,-0.372763385694074,0.14647818582174,0.00267951203661601,0.188720555892577,1.56106646274833,-1.54684934221196,1,0.328829483001702
120,WP_010975891.1,-0.321132194594317,0.218013856860784,-0.690320953832628,-0.890381540891097,-0.443615836416106,-1.34700523287731,0.578930686983402,1.30344635840578,1.59206485636149,1,0.765475536684997
121,WP_010975906.1,-0.50806627266441,-0.557084769458674,-0.0199257766029209,-0.716576860611378,-0.746502054230367,-1.24278229425567,1.18794143225874,1.20965017352808,1.39334642203659,1,0.889598766357043
122,WP_010976033.1,-1.00933458812026,-0.933423231198542,-0.920004506566307,-0.120096317933092,-0.598375493266653,-0.172409457211145,1.32161220695823,0.935562550485765,1.496468836852,1,0.972263497222049
123,WP_010976106.1,-0.151717298152927,-0.649763090848932,-1.54451212875114,0.851300897261121,-0.562236534020387,-0.542887534711706,1.78567172257068,0.803104405064142,0.0110395615891448,1,0.832248185648546
124,WP_010976128.1,-1.43019052060291,-1.33924610371381,-1.12504887654179,0.987518118780956,0.706727246011507,0.416164465139106,0.302048501049878,0.911243008839685,0.570784161037373,1,0.713509277305087
125,WP_010976139.1,-0.302072332856377,-0.645360444418272,0.0905021778484607,-1.06939223696168,-1.09073755375036,-0.695230717157782,1.22504709128533,1.43530647155881,1.05193754445188,1,0.882785750986016
126,WP_010976294.1,-0.398842001570593,-0.308836469741889,0.0727255592586794,-1.55837547314783,-0.143618274920451,-1.09721505862407,1.3879355052645,1.20659205860757,0.839634154874074,1,0.793181329721241
127,WP_013844605.1,0.304838306797877,-0.580993085926217,0.162306084247185,1.22884084100193,-1.61604586071288,-1.16790506206456,0.64741726266465,1.25796499579626,-0.236423481804241,1,0.456314221473823
128,WP_013844609.1,0.643335390500091,-1.01460035191361,-0.23985105918677,-0.503248916224834,-0.671937032519622,-0.682152601586193,-0.34426115091113,0.61424500739103,2.19847071445104,1,0.519319097347597
129,WP_013844741.1,-0.885194796323927,-0.969173931191367,0.330179108219988,-0.49187493950948,0.282535843998929,-0.697469217287402,2.1563717877151,-0.442442913286013,0.71706905766417,1,0.731698160625115
130,WP_013844837.1,-0.923400139167889,-0.315629828559822,-0.616144709665136,-0.869930853544208,0.580994220082239,-0.109676068632942,0.952389895849465,-0.729128902922329,2.03052638656062,1,0.703793489472434
131,WP_013845596.1,0.025210099231899,-0.439647166878647,-0.407253727506046,-0.741720097536095,-1.26227859125228,-0.561283410167098,0.632217539039601,2.08010332087748,0.674652034191182,1,0.828430069588395
132,WP_013845598.1,0.0173418753652611,0.00424909565322496,-0.616857944005291,-1.85765069956865,0.432302688296691,1.03575843994809,1.52036776809484,-0.744051693106937,0.208540469322774,1,0.482145047664955
133,WP_013850456.1,-0.354564610756094,-0.141014640665139,0.295956504841582,-1.45300324014704,-0.858197835930033,0.0172435772685315,0.82657551017913,2.02642101635997,-0.359416281150902,1,0.634157315286892
134,WP_013850619.1,0.0435670076600216,-0.421993543947413,0.663004397442997,-1.35555002957276,-1.41154486418963,-0.0506276573652466,1.76278663505697,0.653291038168213,0.117067016746841,1,0.478898846173995
135,WP_014526599.1,1.06327631730812,-1.03807132491919,-1.49044499232549,-0.746425411915045,-0.00160565878257277,-0.321486478742243,1.42168046103481,0.92346664134628,0.189610446995339,1,0.780473446455017
136,WP_014526688.1,-1.17536336982157,-0.682375114432105,-1.06766012038614,-0.470331004065673,-0.425603094756377,0.419705249997847,0.933246409471275,1.74266073987189,0.725720304120855,1,0.962719296475523
137,WP_014527123.1,-1.20113405304251,-1.06561552502984,-1.49631388778323,-0.0355330244505446,0.490086329189637,0.437264310286472,0.921176421442516,0.984694336610547,0.965375092776946,1,0.908678281950099
138,WP_014527194.1,-0.103813324729258,-1.25414289643837,0.184675154276952,-1.18037906213819,-1.17737697290094,1.41361557752791,0.43572211058634,0.824834218064118,0.856865195751441,1,0.684956220752917
139,WP_014527525.1,-0.363754516607686,-1.11828269401845,-0.378215849425143,0.153748513008436,-0.614037108869873,-1.09388596686677,0.503482339360276,1.89508432646239,1.01586095695682,1,0.892028769935731
140,WP_014528379.1,-0.973674919914542,0.289140095492767,-0.863336650153751,-0.610930017350349,-1.20499314224735,-0.130230267090188,1.18083411762155,0.762256648810551,1.55093413483131,1,0.911205571488934
