direction	region	gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A86_logFC	A86_FDR	A86_sig	A485_logFC	A485_FDR	A485_sig
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0014661	MtrunA17Chr4g0014661			medtr.A17.gnm5.MtrunA17Chr4	+	12002774	12004928	0.148156623462447	0.999999979788073	NS	-5.49820414343374	0.0338547291370233	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0133681	MtrunA17Chr3g0133681			medtr.A17.gnm5.MtrunA17Chr3	+	50129386	50131462	-1.83671717020331	0.426780680928442	NS	-5.49621784240263	0.00189712290754521	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0390151	MtrunA17Chr8g0390151			medtr.A17.gnm5.MtrunA17Chr8	+	47470227	47471704	-2.61838510737991	0.396456756768325	NS	-5.39720874276899	0.0466625464458733	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0055701	MtrunA17Chr4g0055701			medtr.A17.gnm5.MtrunA17Chr4	+	49258077	49258850	-3.11251897988279	0.0546180984689548	NS	-5.33007654066751	0.00398806308540117	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0136201	MtrunA17Chr3g0136201			medtr.A17.gnm5.MtrunA17Chr3	+	51847718	51849314	-1.9417378539853	0.194167684040314	NS	-5.30721590350708	0.000396331204071586	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0275011	MtrunA17Chr7g0275011			medtr.A17.gnm5.MtrunA17Chr7	+	55118606	55120950	-2.38840425073173	0.0674060367712043	NS	-5.26396242105114	0.000396331204071586	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0338011	MtrunA17Chr8g0338011			medtr.A17.gnm5.MtrunA17Chr8	-	2674625	2675556	-0.915560220496587	0.999999979788073	NS	-5.25313646062409	0.0185991846779971	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0136551	MtrunA17Chr3g0136551			medtr.A17.gnm5.MtrunA17Chr3	-	52106571	52107615	-3.10417448222909	0.125690358687509	NS	-5.17596032533561	0.0167638860534313	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0246471	MtrunA17Chr7g0246471			medtr.A17.gnm5.MtrunA17Chr7	-	35229018	35229512	-1.4179256887639	0.586317691521828	NS	-5.14845355874474	0.000153124167417763	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0467641	MtrunA17Chr6g0467641			medtr.A17.gnm5.MtrunA17Chr6	-	16608614	16610573	-2.30009745155345	0.155211520342816	NS	-5.07801671680249	0.00296997390428199	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0048911	MtrunA17Chr4g0048911	MtTPS3	terpene synthase 3 (TC172576)	medtr.A17.gnm5.MtrunA17Chr4	-	44428935	44432194	-1.73977950842405	0.651281491003318	NS	-4.97846659373767	0.0116189833098292	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0185741	MtrunA17Chr1g0185741			medtr.A17.gnm5.MtrunA17Chr1	+	36091899	36094915	-1.47373447944173	0.631673867379084	NS	-4.9669080717726	0.000969279233811031	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0014681	MtrunA17Chr4g0014681			medtr.A17.gnm5.MtrunA17Chr4	+	12033738	12035734	0.327567455215147	0.999999979788073	NS	-4.93466746032274	0.0339256059389888	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0430891	MtrunA17Chr5g0430891			medtr.A17.gnm5.MtrunA17Chr5	-	31950925	31952160	-0.905019937792883	0.999999979788073	NS	-4.93428869446023	0.00104298512429644	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0419291	MtrunA17Chr5g0419291			medtr.A17.gnm5.MtrunA17Chr5	-	19574669	19576112	-0.482966865471462	0.999999979788073	NS	-4.89688231436983	0.000191471947339009	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0028511	MtrunA17Chr4g0028511			medtr.A17.gnm5.MtrunA17Chr4	-	29419986	29421155	-3.70043745281073	0.0613359313300976	NS	-4.85658213261461	0.014978905342354	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0079371	MtrunA17Chr3g0079371			medtr.A17.gnm5.MtrunA17Chr3	+	1700447	1701433	-1.64973905617364	0.813194917692016	NS	-4.79611684987282	0.0381833170140259	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0233191	MtrunA17Chr7g0233191			medtr.A17.gnm5.MtrunA17Chr7	-	23646890	23648137	-2.72084791569655	0.0537611822699828	NS	-4.78981877894222	0.00162331423048456	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0057231	MtrunA17Chr4g0057231			medtr.A17.gnm5.MtrunA17Chr4	-	50501405	50502333	-3.09835153180606	0.121645484545058	NS	-4.78526163083604	0.00866713597542266	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0082541	MtrunA17Chr3g0082541			medtr.A17.gnm5.MtrunA17Chr3	+	4299770	4300924	-2.41741089354638	0.0517929662662067	NS	-4.75121174518966	0.000408655082783983	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0406841	MtrunA17Chr5g0406841			medtr.A17.gnm5.MtrunA17Chr5	-	9598092	9601487	-2.63178585448365	0.110984716482213	NS	-4.72501650136291	0.00152446657263738	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0250711	MtrunA17Chr7g0250711			medtr.A17.gnm5.MtrunA17Chr7	+	38171184	38172084	-0.846184130289385	0.999999979788073	NS	-4.7092861382536	0.00610331787635218	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0092931	MtrunA17Chr3g0092931	MtLegin41	Leginsulin	medtr.A17.gnm5.MtrunA17Chr3	+	14702789	14704202	-1.35258290550965	0.789232978454668	NS	-4.69366003858353	0.000189503904493811	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0057221	MtrunA17Chr4g0057221			medtr.A17.gnm5.MtrunA17Chr4	-	50496080	50499872	-2.9453443801261	0.135113138171179	NS	-4.67056826146812	0.0147147792265204	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0022931	MtrunA17Chr4g0022931	MtMYB007	Myeloblastosis (MYB) transcription factor 7	medtr.A17.gnm5.MtrunA17Chr4	-	23179665	23181401	-2.63615000320398	0.0678800829946536	NS	-4.66032947780276	0.00119924782754216	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0465131	MtrunA17Chr6g0465131			medtr.A17.gnm5.MtrunA17Chr6	+	14250555	14266909	-2.2765603281081	0.302943083838706	NS	-4.65915145924722	0.010683163054447	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0407161	MtrunA17Chr5g0407161			medtr.A17.gnm5.MtrunA17Chr5	-	9814023	9817095	-0.695590611417769	0.999999979788073	NS	-4.62488909921508	0.0258613621057232	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164431	MtrunA17Chr1g0164431			medtr.A17.gnm5.MtrunA17Chr1	-	14259217	14260087	-1.49606743734742	0.502334826072031	NS	-4.57645289058343	0.000310882392721669	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0023111	MtrunA17Chr4g0023111			medtr.A17.gnm5.MtrunA17Chr4	+	23577133	23581233	-1.56155666778346	0.646910898480059	NS	-4.57337346190553	0.00767519490694142	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0199881	MtrunA17Chr1g0199881			medtr.A17.gnm5.MtrunA17Chr1	+	46578833	46579518	-2.34905599417507	0.219096999600918	NS	-4.57116558401622	0.0116189833098292	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0288011	MtrunA17Chr2g0288011			medtr.A17.gnm5.MtrunA17Chr2	+	7950274	7952522	-1.68277821768489	0.378186458829244	NS	-4.55359374379374	0.00109525592731183	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0037451	MtrunA17Chr4g0037451			medtr.A17.gnm5.MtrunA17Chr4	-	36070516	36070989	-2.45314436480375	0.301024584459088	NS	-4.53027039948852	0.0328756308218299	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0406671	MtrunA17Chr5g0406671			medtr.A17.gnm5.MtrunA17Chr5	-	9436086	9438773	-2.30794548816262	0.157157797539228	NS	-4.52717335347806	0.00391604045263477	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0258911	MtrunA17Chr7g0258911			medtr.A17.gnm5.MtrunA17Chr7	+	44049054	44050472	-2.24446963048123	0.165288842479675	NS	-4.52021199250814	0.00105119397657998	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0199681	MtrunA17Chr1g0199681	MtARF1|MtARF16a	auxin response factor	medtr.A17.gnm5.MtrunA17Chr1	+	46380210	46383301	-1.35606727115229	0.999999979788073	NS	-4.50331717239534	0.0474777868642237	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0377351	MtrunA17Chr8g0377351			medtr.A17.gnm5.MtrunA17Chr8	+	38690957	38693186	-0.774847859268894	0.999999979788073	NS	-4.45834894845038	0.0214071951044868	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0486741	MtrunA17Chr6g0486741			medtr.A17.gnm5.MtrunA17Chr6	-	41094620	41096329	-0.00490894100809179	0.999999979788073	NS	-4.38727960434498	0.0202253132432594	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0203141	MtrunA17Chr1g0203141	MtCYP715A26	Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr1	-	49055302	49058456	-2.37137627874498	0.235129258756884	NS	-4.38128941546482	0.00921449944015432	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0411131	MtrunA17Chr5g0411131			medtr.A17.gnm5.MtrunA17Chr5	+	12686756	12689348	-1.9481933314067	0.188875698044417	NS	-4.38063911245163	0.00105119397657998	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0053241	MtrunA17Chr4g0053241			medtr.A17.gnm5.MtrunA17Chr4	+	47183279	47187808	-1.46070156900978	0.930145602384019	NS	-4.37512657505971	0.0397494727960054	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0300251	MtrunA17Chr2g0300251			medtr.A17.gnm5.MtrunA17Chr2	-	18037340	18042910	-2.19703945241409	0.394759505284947	NS	-4.30669635264334	0.0300993372052255	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0481241	MtrunA17Chr6g0481241			medtr.A17.gnm5.MtrunA17Chr6	+	36164239	36170070	-1.67524961073099	0.273709328496625	NS	-4.30582756292306	0.000268783210574839	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0329401	MtrunA17Chr2g0329401	MtACR4-2	CRINKLY4 -2 (Serine/threonine protein kinase-like)	medtr.A17.gnm5.MtrunA17Chr2	+	48462378	48465497	-0.678343257965472	0.999999979788073	NS	-4.28001225327396	0.00895778543732916	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0105081	MtrunA17Chr3g0105081	MtMOT1.3	Molybdate transporter	medtr.A17.gnm5.MtrunA17Chr3	-	29036049	29038987	-2.18217562366612	0.487964551040097	NS	-4.27454693561126	0.0128775771402011	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0487091	MtrunA17Chr6g0487091	MtMATE53	multidrug and toxic compound extrusion family	medtr.A17.gnm5.MtrunA17Chr6	+	41428443	41430559	-2.13078543524673	0.12007692672005	NS	-4.2465972300276	0.00108953749123908	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0237951	MtrunA17Chr7g0237951	MtNCR-new77	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr7	+	28019144	28019801	-1.33543685555487	0.901473429522376	NS	-4.22678248495353	0.00700106715812014	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0154571	MtrunA17Chr1g0154571			medtr.A17.gnm5.MtrunA17Chr1	+	6722096	6723786	-2.22632290779372	0.18396350626518	NS	-4.20317321473784	0.00221717112868137	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0225401	MtrunA17Chr7g0225401			medtr.A17.gnm5.MtrunA17Chr7	-	10483508	10484736	-1.75810714409946	0.653824151890757	NS	-4.19334751382488	0.0338547291370233	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0014591	MtrunA17Chr4g0014591			medtr.A17.gnm5.MtrunA17Chr4	-	11942047	11943806	0.274792915986542	0.999999979788073	NS	-4.19017705848014	0.0401287142301702	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0250361	MtrunA17Chr7g0250361			medtr.A17.gnm5.MtrunA17Chr7	-	37822366	37826034	-0.919146674312552	0.999999979788073	NS	-4.18338360634559	0.0312744735267284	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0408611	MtrunA17Chr5g0408611			medtr.A17.gnm5.MtrunA17Chr5	-	10671626	10675033	-2.22970077058421	0.205637337123537	NS	-4.12246605349233	0.00720166523258805	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0228861	MtrunA17Chr7g0228861			medtr.A17.gnm5.MtrunA17Chr7	+	14480316	14482002	-1.67678486680477	0.864073204952293	NS	-4.09481252214654	0.0399286501662449	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0485221	MtrunA17Chr6g0485221			medtr.A17.gnm5.MtrunA17Chr6	-	39735052	39736659	-0.76497507563424	0.999999979788073	NS	-4.0816284837661	0.0274032446543721	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0379321	MtrunA17Chr8g0379321			medtr.A17.gnm5.MtrunA17Chr8	-	40047183	40048439	-2.12618306640445	0.186401984520335	NS	-4.05846258576462	0.00200425008351901	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0312951	MtrunA17Chr2g0312951			medtr.A17.gnm5.MtrunA17Chr2	-	35736170	35738706	-1.56974646734213	0.42718140446846	NS	-4.05508111063557	0.000206977326263872	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0372021	MtrunA17Chr8g0372021	MtPDF50	Plant Defensin	medtr.A17.gnm5.MtrunA17Chr8	-	34606941	34607900	-1.87177384959515	0.284193952603082	NS	-4.05000018857638	0.00263615158916106	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0295491	MtrunA17Chr2g0295491			medtr.A17.gnm5.MtrunA17Chr2	-	13922712	13923266	-0.682956516949051	0.999999979788073	NS	-4.04423295114257	0.0148304846137868	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0480921	MtrunA17Chr6g0480921			medtr.A17.gnm5.MtrunA17Chr6	+	35665673	35668345	-1.99385878780589	0.145762973854725	NS	-4.04289906069603	0.000997141438979661	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0401721	MtrunA17Chr5g0401721			medtr.A17.gnm5.MtrunA17Chr5	-	5913482	5915020	-1.78864001137885	0.116906204695027	NS	-4.04044294383479	5.17944824404958e-05	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0451061	MtrunA17Chr6g0451061	MtZIP14	Zinc-Iron Permease 14	medtr.A17.gnm5.MtrunA17Chr6	-	1687429	1689887	-1.34033437931399	0.720842362796067	NS	-4.03823700309971	0.000452842816725495	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0464251	MtrunA17Chr6g0464251			medtr.A17.gnm5.MtrunA17Chr6	-	13441114	13441895	-3.85007571031546	0.0923290202569318	NS	-4.0300233709224	0.0383953967068579	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0207981	MtrunA17Chr1g0207981			medtr.A17.gnm5.MtrunA17Chr1	-	52354491	52356203	-2.27009202902074	0.298069710730945	NS	-4.02947075082238	0.0165734645695607	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0408661	MtrunA17Chr5g0408661			medtr.A17.gnm5.MtrunA17Chr5	-	10715175	10716705	-1.41039253753923	0.737625341985879	NS	-4.02934248971237	0.00387047809329284	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0256741	MtrunA17Chr7g0256741			medtr.A17.gnm5.MtrunA17Chr7	-	42513533	42515537	-2.19582912203478	0.276546593046304	NS	-4.01445059336819	0.0166896658740036	DOWN
