direction	region	gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A485_logFC	A485_FDR	A485_sig	dnf2_logFC	dnf2_FDR	dnf2_sig
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0440201	MtrunA17Chr5g0440201			medtr.A17.gnm5.MtrunA17Chr5	-	39021529	39024591	-3.22274764053442	0.0471374759631444	DOWN	-5.8271806994818	0.00279488102763816	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0476841	MtrunA17Chr6g0476841			medtr.A17.gnm5.MtrunA17Chr6	-	31621455	31623256	-2.25281075109901	0.0214071951044868	DOWN	-5.79973093848192	1.22455788632472e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0387001	MtrunA17Chr8g0387001	MtCYP86A93	Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr8	-	45195743	45198103	-7.44882959263425	0.000524674030319485	DOWN	-5.74092762699832	0.000203985247891049	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0085231	MtrunA17Chr3g0085231			medtr.A17.gnm5.MtrunA17Chr3	+	6589904	6592380	-3.04368860407455	0.00105700632769109	DOWN	-5.59300677913268	5.09283293312004e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0179961	MtrunA17Chr1g0179961			medtr.A17.gnm5.MtrunA17Chr1	+	31178498	31180288	-2.31746150209982	0.0273536410654953	DOWN	-5.54292738824206	2.98679772869621e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0159351	MtrunA17Chr1g0159351			medtr.A17.gnm5.MtrunA17Chr1	-	10049150	10051354	-3.04269863494116	0.0245547606826042	DOWN	-5.44854405298934	0.000525060946690957	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0132221	MtrunA17Chr3g0132221			medtr.A17.gnm5.MtrunA17Chr3	+	48934068	48935045	-3.258976762831	0.00201030112755097	DOWN	-5.39078419697096	3.33719836647447e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0409431	MtrunA17Chr5g0409431			medtr.A17.gnm5.MtrunA17Chr5	-	11205705	11207676	-2.42293398799741	0.00328164319106017	DOWN	-5.38934460190152	2.51317627897906e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0097741	MtrunA17Chr3g0097741			medtr.A17.gnm5.MtrunA17Chr3	-	22415032	22421346	-2.53785708151773	0.045601707149962	DOWN	-5.35433796437813	0.00033752924514271	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0326881	MtrunA17Chr2g0326881			medtr.A17.gnm5.MtrunA17Chr2	-	46621734	46622501	-2.62486731148061	0.0302251995501521	DOWN	-5.27968283213377	0.000276953868798176	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0332581	MtrunA17Chr2g0332581			medtr.A17.gnm5.MtrunA17Chr2	+	50690658	50694664	-2.49871947178898	0.0288259448430197	DOWN	-5.24786445869703	0.000152145144566203	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0059721	MtrunA17Chr4g0059721			medtr.A17.gnm5.MtrunA17Chr4	+	52291284	52293039	-2.07704495087681	0.0183759818164245	DOWN	-5.16669914460138	5.53467552094162e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0424901	MtrunA17Chr5g0424901			medtr.A17.gnm5.MtrunA17Chr5	-	26957445	26959039	-2.09996711991486	0.0125420089512429	DOWN	-5.15249428417651	3.70498520925716e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0431081	MtrunA17Chr5g0431081	MtNCR-new46	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr5	+	32082843	32083976	-2.29521950068537	0.0369148506508186	DOWN	-5.15234904995671	3.91979720979737e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0427361	MtrunA17Chr5g0427361			medtr.A17.gnm5.MtrunA17Chr5	-	29188029	29189117	-5.09608442811349	0.000181289307613797	DOWN	-5.14788154876052	2.98679772869621e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0242341	MtrunA17Chr7g0242341			medtr.A17.gnm5.MtrunA17Chr7	-	31815971	31817346	-3.30190981996239	0.0039591030492496	DOWN	-5.12379304137663	0.000113165724391812	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0476851	MtrunA17Chr6g0476851			medtr.A17.gnm5.MtrunA17Chr6	+	31622042	31623536	-2.3792870885816	0.0140424144924205	DOWN	-5.06352236309456	2.72675292956593e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0475821	MtrunA17Chr6g0475821	MtNCR250	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr6	+	30449400	30450120	-2.08109613072794	0.0211587332925046	DOWN	-5.02187549108383	3.4274350359378e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0175391	MtrunA17Chr1g0175391			medtr.A17.gnm5.MtrunA17Chr1	-	26806306	26810075	-2.73596149347188	0.00638729728910572	DOWN	-5.0071071845406	4.46035994306783e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0136211	MtrunA17Chr3g0136211			medtr.A17.gnm5.MtrunA17Chr3	-	51849093	51852903	-3.54095385509807	0.00028447585006783	DOWN	-4.99942194060247	7.81636032777804e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0413231	MtrunA17Chr5g0413231			medtr.A17.gnm5.MtrunA17Chr5	-	14488632	14492072	-2.33277632567451	0.0488343986829136	DOWN	-4.99764571112504	0.000222057347201996	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0129181	MtrunA17Chr3g0129181			medtr.A17.gnm5.MtrunA17Chr3	-	46745068	46745420	-3.11152734972847	0.0101587030185206	DOWN	-4.93420411409169	0.000262577969129368	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0485211	MtrunA17Chr6g0485211			medtr.A17.gnm5.MtrunA17Chr6	+	39730426	39731050	-5.62953747832881	0.000399334929687907	DOWN	-4.87163249084792	0.000143296901711854	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0309421	MtrunA17Chr2g0309421			medtr.A17.gnm5.MtrunA17Chr2	-	32162625	32165400	-2.50496779335128	0.0382177882764702	DOWN	-4.70582969952393	0.000551627758094878	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0087951	MtrunA17Chr3g0087951	MtNCR245	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr3	-	9490334	9491838	-2.42121163403936	0.00199206537066284	DOWN	-4.61934799888679	2.3835748789439e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0347121	MtrunA17Chr8g0347121	MtCNGCIa	cyclic nucleotide-gated channel	medtr.A17.gnm5.MtrunA17Chr8	-	10093935	10099209	-3.44602738411787	0.0028450523190891	DOWN	-4.61780488309066	0.000181263375321929	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0078201	MtrunA17Chr3g0078201			medtr.A17.gnm5.MtrunA17Chr3	-	815105	816520	-1.73585596990941	0.0426267308218499	DOWN	-4.60905499548361	3.2829020462462e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0332651	MtrunA17Chr2g0332651			medtr.A17.gnm5.MtrunA17Chr2	-	50726335	50727010	-4.31266346568867	0.000698275784689078	DOWN	-4.57979372901123	0.000129436761193943	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0174981	MtrunA17Chr1g0174981			medtr.A17.gnm5.MtrunA17Chr1	-	26298502	26299089	-2.3558149453029	0.0279192700761856	DOWN	-4.51832093688748	0.000114949389940013	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0244201	MtrunA17Chr7g0244201			medtr.A17.gnm5.MtrunA17Chr7	+	33369851	33372275	-1.7137392899519	0.037429063742312	DOWN	-4.49560464844731	9.12220730254965e-07	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0071501	MtrunA17Chr4g0071501			medtr.A17.gnm5.MtrunA17Chr4	+	60815439	60820112	-2.76629653432147	0.000684910109337433	DOWN	-4.45309488391328	5.3414760359047e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0406671	MtrunA17Chr5g0406671			medtr.A17.gnm5.MtrunA17Chr5	-	9436086	9438773	-4.52717335347806	0.00391604045263477	DOWN	-4.43081982228905	0.00109673434513802	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0107821	MtrunA17Chr3g0107821			medtr.A17.gnm5.MtrunA17Chr3	-	31294969	31296780	-2.41895143376435	0.0097454678569612	DOWN	-4.34475338228293	3.21879644667972e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0438451	MtrunA17Chr5g0438451			medtr.A17.gnm5.MtrunA17Chr5	-	37629495	37630911	-2.49481882305244	0.0151987101886723	DOWN	-4.34189780859046	0.000148976879905509	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0136201	MtrunA17Chr3g0136201			medtr.A17.gnm5.MtrunA17Chr3	+	51847718	51849314	-5.30721590350708	0.000396331204071586	DOWN	-4.30627420041815	0.000207300480874863	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0307791	MtrunA17Chr2g0307791			medtr.A17.gnm5.MtrunA17Chr2	-	30267580	30270498	-2.4558076849112	0.00439524831041479	DOWN	-4.27381344533624	2.11106362748123e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0314111	MtrunA17Chr2g0314111			medtr.A17.gnm5.MtrunA17Chr2	-	36696392	36697908	-2.60361479272548	0.035104438622517	DOWN	-4.25427977942563	0.000814062804311322	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0087961	MtrunA17Chr3g0087961			medtr.A17.gnm5.MtrunA17Chr3	+	9492091	9493679	-2.25429240417866	0.0385164787287324	DOWN	-4.17000359261336	0.000341132008024123	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0261881	MtrunA17Chr7g0261881	MtNPF5.11	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	medtr.A17.gnm5.MtrunA17Chr7	-	46137822	46141352	-2.89219444747685	0.00871175216297392	DOWN	-4.16691287562676	0.000360557765411956	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0244111	MtrunA17Chr7g0244111			medtr.A17.gnm5.MtrunA17Chr7	-	33253579	33254163	-2.79442870806315	0.0274606674309614	DOWN	-4.0572488322481	0.00163662074277217	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0330061	MtrunA17Chr2g0330061			medtr.A17.gnm5.MtrunA17Chr2	-	48930229	48935916	-2.37114626197304	0.0139147456536879	DOWN	-4.03389095726339	6.42983422165387e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0355211	MtrunA17Chr8g0355211			medtr.A17.gnm5.MtrunA17Chr8	+	16757904	16759777	-2.86177058256879	0.002536987319326	DOWN	-4.00769387162552	8.1736189526789e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0129191	MtrunA17Chr3g0129191			medtr.A17.gnm5.MtrunA17Chr3	+	46745294	46746073	-2.5397569119998	0.0381435537150241	DOWN	-3.98512186095795	0.00160878569795269	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0005771	MtrunA17Chr4g0005771			medtr.A17.gnm5.MtrunA17Chr4	+	4491151	4492553	-2.20886596704262	0.00751642149917815	DOWN	-3.97832973343306	1.92420511873707e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0103511	MtrunA17Chr3g0103511	MtNCR414	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr3	+	27860385	27861144	-2.89842735611984	0.00584224368399213	DOWN	-3.94207337501946	0.000259280866470547	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0430891	MtrunA17Chr5g0430891			medtr.A17.gnm5.MtrunA17Chr5	-	31950925	31952160	-4.93428869446023	0.00104298512429644	DOWN	-3.93366018124242	0.000708686561061013	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0261871	MtrunA17Chr7g0261871			medtr.A17.gnm5.MtrunA17Chr7	+	46137341	46139384	-2.72990294847854	0.00115819537274958	DOWN	-3.91463998371808	2.18914883896029e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0487781	MtrunA17Chr6g0487781			medtr.A17.gnm5.MtrunA17Chr6	+	41981137	41984785	-2.21944728151342	0.00392656026576868	DOWN	-3.91237326053295	7.91113614173563e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0126571	MtrunA17Chr3g0126571			medtr.A17.gnm5.MtrunA17Chr3	-	44874332	44876617	-3.02603311648031	0.00987123812446448	DOWN	-3.89626869793866	0.00086698998165241	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0100471	MtrunA17Chr3g0100471	MtCAML4	calmodulin-like 4	medtr.A17.gnm5.MtrunA17Chr3	-	25051256	25053670	-2.21960228919146	0.0160822236464098	DOWN	-3.88114994773329	4.46035994306783e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0485111	MtrunA17Chr6g0485111			medtr.A17.gnm5.MtrunA17Chr6	-	39633039	39641663	-2.20863551866685	0.0061623224578421	DOWN	-3.81829158251477	9.97355236577886e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0129791	MtrunA17Chr3g0129791			medtr.A17.gnm5.MtrunA17Chr3	+	47190196	47191286	-3.16316352810569	0.0302400341241689	DOWN	-3.79786539895745	0.00513169962247215	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0251651	MtrunA17Chr7g0251651			medtr.A17.gnm5.MtrunA17Chr7	-	38813189	38814756	-2.73338117839777	0.000534320769694669	DOWN	-3.75455227028932	1.15579501667879e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0091141	MtrunA17Chr3g0091141	MtCKX6	cytokinin oxydase 6	medtr.A17.gnm5.MtrunA17Chr3	-	12390190	12394564	-3.50511806973093	0.0114008096318015	DOWN	-3.74158825140238	0.00291972776001336	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0437961	MtrunA17Chr5g0437961			medtr.A17.gnm5.MtrunA17Chr5	+	37336144	37338982	-2.12548989641248	0.00599962670623212	DOWN	-3.70654501855414	8.06645422613137e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0023551	MtrunA17Chr4g0023551			medtr.A17.gnm5.MtrunA17Chr4	-	24202117	24202911	-2.48985449630732	0.0311443168411294	DOWN	-3.66379627591135	0.00143442685282077	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0175091	MtrunA17Chr1g0175091			medtr.A17.gnm5.MtrunA17Chr1	-	26491309	26495118	-3.92977221470836	0.000103892634477563	DOWN	-3.64601109379651	5.33480258949188e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0071511	MtrunA17Chr4g0071511			medtr.A17.gnm5.MtrunA17Chr4	-	60819104	60819987	-2.8879308566398	0.000450312619760141	DOWN	-3.63013683510789	2.48429137753879e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0216431	MtrunA17Chr7g0216431	MtNCR144	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr7	-	2113382	2113990	-2.10070091054192	0.0380879363432974	DOWN	-3.62128034295446	0.000219483115189229	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0083021	MtrunA17Chr3g0083021			medtr.A17.gnm5.MtrunA17Chr3	+	4725880	4727343	-2.72865469031539	0.0427182205951517	DOWN	-3.5766974234395	0.00571867961284788	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0083231	MtrunA17Chr3g0083231			medtr.A17.gnm5.MtrunA17Chr3	+	4866498	4868953	-2.25721944927653	0.00957036480747281	DOWN	-3.55658063895602	6.82481379661994e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0446361	MtrunA17Chr5g0446361	MtNCR331	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr5	+	42976873	42979349	-1.88929867460261	0.0485612666101281	DOWN	-3.5313357869694	7.7232001291971e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0256301	MtrunA17Chr7g0256301			medtr.A17.gnm5.MtrunA17Chr7	+	42142979	42146888	-3.0875227860443	0.0271582969560341	DOWN	-3.51995585980973	0.00526550312375257	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0185741	MtrunA17Chr1g0185741			medtr.A17.gnm5.MtrunA17Chr1	+	36091899	36094915	-4.9669080717726	0.000969279233811031	DOWN	-3.51233417342985	0.00144273649210556	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0322101	MtrunA17Chr2g0322101			medtr.A17.gnm5.MtrunA17Chr2	+	42893634	42895138	-6.83953256750146	0.0168413191746919	DOWN	-3.5076122690923	0.0368097262245837	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0067831	MtrunA17Chr4g0067831			medtr.A17.gnm5.MtrunA17Chr4	-	58133987	58135723	-2.64495288745021	0.00135186274222134	DOWN	-3.50516953426209	4.43525070409569e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0358381	MtrunA17Chr8g0358381	MtNCR-new84	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr8	-	20611607	20613962	-1.60756637635284	0.034178560047362	DOWN	-3.47173452830883	1.84650909947916e-06	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0100551	MtrunA17Chr3g0100551			medtr.A17.gnm5.MtrunA17Chr3	+	25081158	25086056	-2.10432471722939	0.0138424242336593	DOWN	-3.43034014631307	6.31061354781426e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0073381	MtrunA17Chr4g0073381			medtr.A17.gnm5.MtrunA17Chr4	-	62331839	62338442	-2.66142630260328	0.00552450319720551	DOWN	-3.42065256748153	0.000300375894562479	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0431131	MtrunA17Chr5g0431131	MtNCR081a	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr5	+	32097701	32098541	-2.04996697595656	0.0146312997502566	DOWN	-3.38192387478498	4.46035994306783e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0424351	MtrunA17Chr5g0424351			medtr.A17.gnm5.MtrunA17Chr5	+	26300428	26301605	-3.2601652409226	0.000349193110838985	DOWN	-3.3164144191143	8.54631983635061e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0083241	MtrunA17Chr3g0083241			medtr.A17.gnm5.MtrunA17Chr3	-	4866614	4867679	-2.26104831111013	0.0210201505601091	DOWN	-3.29163369024831	0.000484712820659022	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0224961	MtrunA17Chr7g0224961			medtr.A17.gnm5.MtrunA17Chr7	+	10226024	10227286	-2.80183048356541	0.00340138489094898	DOWN	-3.25989543282892	0.000286572189218809	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0205911	MtrunA17Chr1g0205911			medtr.A17.gnm5.MtrunA17Chr1	-	51054286	51055639	-3.4983672786759	0.00241417169210599	DOWN	-3.21903187897194	0.0020576211912002	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0413241	MtrunA17Chr5g0413241			medtr.A17.gnm5.MtrunA17Chr5	+	14492219	14493743	-2.26633655740818	0.0462966173654465	DOWN	-3.19544090616126	0.00235100068721853	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0119361	MtrunA17Chr3g0119361			medtr.A17.gnm5.MtrunA17Chr3	-	39731025	39732219	-2.50664447158819	0.0191000237263733	DOWN	-3.15391713576319	0.0015558259168203	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0058101	MtrunA17Chr4g0058101			medtr.A17.gnm5.MtrunA17Chr4	+	51175531	51177105	-4.49806764955632	0.000359594035197565	DOWN	-3.11938669268685	0.00147748851558736	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0174951	MtrunA17Chr1g0174951	MtNCR038	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr1	+	26282603	26283539	-1.98740551483943	0.0151987101886723	DOWN	-3.10948425583126	6.42983422165387e-05	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0260491	MtrunA17Chr7g0260491			medtr.A17.gnm5.MtrunA17Chr7	-	45276596	45278964	-3.35393742045662	0.0170381158914715	DOWN	-3.10268147197878	0.0103344885967175	DOWN
DOWN	A485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0325371	MtrunA17Chr2g0325371	MtCLE34	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	medtr.A17.gnm5.MtrunA17Chr2	+	45348282	45349432	-2.79409988669806	0.0349176494047445	DOWN	-3.0923604902968	0.0103497588568012	DOWN
