direction	region	gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A86_logFC	A86_FDR	A86_sig	dnf2_logFC	dnf2_FDR	dnf2_sig
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0328341	MtrunA17Chr2g0328341			medtr.A17.gnm5.MtrunA17Chr2	+	47663181	47665103	-4.55477773336297	0.0191453271035993	DOWN	-1.74027436472672	0.29132391376062	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0434951	MtrunA17Chr5g0434951	MtCML33	Calmodulin-like 33	medtr.A17.gnm5.MtrunA17Chr5	-	35122058	35123683	-2.96240283448824	0.00228916392984746	DOWN	1.7210309468871	0.05342476260704	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0290371	MtrunA17Chr2g0290371			medtr.A17.gnm5.MtrunA17Chr2	+	9664544	9665202	-5.68125966836691	0.0359437174131979	DOWN	1.71727941732303	0.147577437150558	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0372861	MtrunA17Chr8g0372861			medtr.A17.gnm5.MtrunA17Chr8	-	35215030	35219319	-4.24803577656127	0.0201722393690007	DOWN	1.6522351793459	0.198805926979816	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0488881	MtrunA17Chr6g0488881	MtN18	Mtnodulin 18	medtr.A17.gnm5.MtrunA17Chr6	-	42777365	42785598	-2.44520476884363	0.0409029583450571	DOWN	1.60191730447164	0.20307514466417	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0301171	MtrunA17Chr2g0301171			medtr.A17.gnm5.MtrunA17Chr2	-	18835923	18839723	-4.81286472813761	0.0199090409323197	DOWN	-1.51909432095762	0.539960732922238	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0199861	MtrunA17Chr1g0199861			medtr.A17.gnm5.MtrunA17Chr1	-	46557715	46561197	-2.84521013296975	0.0355234872663858	DOWN	-1.49119134842562	0.368472121713337	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0005651	MtrunA17Chr4g0005651			medtr.A17.gnm5.MtrunA17Chr4	+	4427094	4428969	-2.20784575529314	0.0494547849581926	DOWN	-1.48397300671176	0.230620534680851	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0343931	MtrunA17Chr8g0343931			medtr.A17.gnm5.MtrunA17Chr8	+	7219758	7232678	-2.07897264132495	0.0499885335555965	DOWN	1.47453244423049	0.178948206798722	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0168661	MtrunA17Chr1g0168661	MtMYB108	Myeloblastosis (MYB) transcription factor 108	medtr.A17.gnm5.MtrunA17Chr1	-	17513303	17515202	-2.96752805446681	0.0318082414427932	DOWN	-1.44344947126704	0.41820094478629	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0301191	MtrunA17Chr2g0301191			medtr.A17.gnm5.MtrunA17Chr2	-	18848691	18849728	-4.66421193479865	0.0174400586718032	DOWN	-1.42946662021575	0.609863337379033	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0153171	MtrunA17Chr1g0153171	MtWOX4	wuschel-related homeobox protein 4	medtr.A17.gnm5.MtrunA17Chr1	+	5761423	5763093	-3.50718325967844	0.0268486525211067	DOWN	-1.429134605856	0.433837172476125	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0090391	MtrunA17Chr3g0090391			medtr.A17.gnm5.MtrunA17Chr3	+	11743259	11744672	-3.91361072688294	0.0126681635801467	DOWN	-1.37403675805138	0.523299338612232	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0398091	MtrunA17Chr5g0398091			medtr.A17.gnm5.MtrunA17Chr5	+	3053588	3054612	-5.80634994101675	0.00445977921108962	DOWN	-1.36146596740866	0.541845688280463	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0426311	MtrunA17Chr5g0426311			medtr.A17.gnm5.MtrunA17Chr5	+	28164855	28170718	-6.634462461199	0.0181338574991531	DOWN	1.35832152438188	0.44404636871411	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0121261	MtrunA17Chr3g0121261			medtr.A17.gnm5.MtrunA17Chr3	-	41175497	41177881	-4.05464216974099	0.000415150211214469	DOWN	-1.3294956124806	0.388854273107928	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0151301	MtrunA17Chr1g0151301			medtr.A17.gnm5.MtrunA17Chr1	-	4201110	4204578	-2.18572803563465	0.00892720020744279	DOWN	1.31670639724364	0.217311361301592	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0424051	MtrunA17Chr5g0424051			medtr.A17.gnm5.MtrunA17Chr5	+	25975512	25976825	-4.07907884261969	0.0480369505657088	DOWN	1.3005135911416	0.538403077823484	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0188041	MtrunA17Chr1g0188041	MtPUB7	Plant U-box protein 7	medtr.A17.gnm5.MtrunA17Chr1	+	37884993	37889767	-2.03935729805399	0.0203977684245107	DOWN	1.24390477086136	0.400823644078449	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0127551	MtrunA17Chr3g0127551			medtr.A17.gnm5.MtrunA17Chr3	+	45572816	45574670	-1.87823804379067	0.0432625369110734	DOWN	1.23322295394491	0.353625608468022	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0160381	MtrunA17Chr1g0160381			medtr.A17.gnm5.MtrunA17Chr1	+	10856449	10863641	-2.57502382001735	0.00599748584511693	DOWN	1.22500769000351	0.468149485824306	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0200471	MtrunA17Chr1g0200471			medtr.A17.gnm5.MtrunA17Chr1	-	46992813	46996658	-2.19387381752867	0.000865325868357233	DOWN	1.21166273454864	0.305059565184429	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0320251	MtrunA17Chr2g0320251			medtr.A17.gnm5.MtrunA17Chr2	-	41519375	41522492	-3.48516813257953	0.00886464626309422	DOWN	-1.19902785752772	0.631849832161179	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0413591	MtrunA17Chr5g0413591			medtr.A17.gnm5.MtrunA17Chr5	+	14775430	14778409	-2.29699042118066	0.00731848863487782	DOWN	-1.16343492457502	0.581602792452847	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0055691	MtrunA17Chr4g0055691			medtr.A17.gnm5.MtrunA17Chr4	-	49257296	49259122	-4.59680064774725	0.0022633410528301	DOWN	-1.13297112483276	0.738849146964671	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0115421	MtrunA17Chr3g0115421			medtr.A17.gnm5.MtrunA17Chr3	+	36728181	36729776	-4.90881796003788	0.00202417669986883	DOWN	1.13066114959624	0.73296302958513	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0038751	MtrunA17Chr4g0038751			medtr.A17.gnm5.MtrunA17Chr4	+	37024232	37026810	-3.48501991497271	0.00285673103122019	DOWN	1.11758547573369	0.718325446334251	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0350391	MtrunA17Chr8g0350391			medtr.A17.gnm5.MtrunA17Chr8	-	12490914	12498054	-2.98132796628887	0.0105413605983853	DOWN	1.10846930626894	0.706968833142797	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0398071	MtrunA17Chr5g0398071			medtr.A17.gnm5.MtrunA17Chr5	-	3036990	3046530	-4.75892659544079	0.0240143266536584	DOWN	-1.10773081721656	0.924738095072296	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0214211	MtrunA17Chr7g0214211	MtLAT52/POE_12	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	medtr.A17.gnm5.MtrunA17Chr7	-	375506	376994	-2.23042418721032	0.0488628334359247	DOWN	-1.08841606892879	0.754479612171419	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0396941	MtrunA17Chr5g0396941			medtr.A17.gnm5.MtrunA17Chr5	-	2398290	2401463	-3.45266336953913	0.0437003724354266	DOWN	1.08092844011089	0.809502324034825	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0195011	MtrunA17Chr1g0195011			medtr.A17.gnm5.MtrunA17Chr1	-	43044538	43045863	-4.36845969427216	0.0264392834608863	DOWN	-1.07977655629589	0.9740916901776	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0398081	MtrunA17Chr5g0398081	MtCBF1	C-REPEAT BINDING FACTOR 1	medtr.A17.gnm5.MtrunA17Chr5	+	3045955	3047362	-4.23298476511802	0.0277724157485838	DOWN	-1.07860340536335	0.948210654579954	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0328381	MtrunA17Chr2g0328381			medtr.A17.gnm5.MtrunA17Chr2	+	47695726	47698046	-3.88046601083521	0.0277724157485838	DOWN	-1.07804464655755	0.913926008422703	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0301181	MtrunA17Chr2g0301181			medtr.A17.gnm5.MtrunA17Chr2	-	18840982	18842291	-5.38682505084982	0.0151001962282753	DOWN	-1.04224735125027	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0355271	MtrunA17Chr8g0355271			medtr.A17.gnm5.MtrunA17Chr8	-	16808367	16815282	-1.92361914666024	0.0403100452880179	DOWN	-1.03507055591397	0.858702179625474	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0008271	MtrunA17Chr4g0008271			medtr.A17.gnm5.MtrunA17Chr4	+	6351383	6354593	-4.72047930468108	0.0232814204978048	DOWN	-1.03272961114929	0.943599547957519	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0417701	MtrunA17Chr5g0417701			medtr.A17.gnm5.MtrunA17Chr5	-	18224014	18226842	-2.90119123299088	0.0123208608230698	DOWN	-1.02271492859972	0.919504120734468	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0340721	MtrunA17Chr8g0340721			medtr.A17.gnm5.MtrunA17Chr8	-	4453157	4459264	-1.90543339990843	0.0194239729304812	DOWN	-1.01410084322532	0.900861575951375	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0476331	MtrunA17Chr6g0476331			medtr.A17.gnm5.MtrunA17Chr6	+	31269919	31273185	-2.50233151383978	0.0222238244854217	DOWN	0.981224929829857	0.97737999477766	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0051541	MtrunA17Chr4g0051541			medtr.A17.gnm5.MtrunA17Chr4	+	46047748	46049502	-2.68117141970581	0.00711594158223578	DOWN	0.976619968579111	0.990212013790567	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0042851	MtrunA17Chr4g0042851			medtr.A17.gnm5.MtrunA17Chr4	+	40075386	40077197	-3.4859491843854	0.00628612224308112	DOWN	0.948316859932468	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0044911	MtrunA17Chr4g0044911			medtr.A17.gnm5.MtrunA17Chr4	+	41709272	41710556	-4.11768499506757	0.0139342913984071	DOWN	-0.942392907750515	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0063691	MtrunA17Chr4g0063691			medtr.A17.gnm5.MtrunA17Chr4	+	55170816	55173480	-3.35960153881714	0.0229681208740669	DOWN	0.938864071285527	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0403381	MtrunA17Chr5g0403381	MtLYR3	LYK (LysM domain-RLK)-related 3	medtr.A17.gnm5.MtrunA17Chr5	-	7182707	7185029	-2.65723871188771	0.0437259053925159	DOWN	0.934631614480146	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0038711	MtrunA17Chr4g0038711			medtr.A17.gnm5.MtrunA17Chr4	-	36956090	36960363	-3.57710752860793	0.0403511772273869	DOWN	-0.912700098342739	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0384611	MtrunA17Chr8g0384611			medtr.A17.gnm5.MtrunA17Chr8	+	43524673	43527364	-2.76767463710698	0.00856721003356347	DOWN	0.909451326208101	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0208121	MtrunA17Chr1g0208121			medtr.A17.gnm5.MtrunA17Chr1	+	52448221	52452047	-3.1768695883114	0.0021388211571731	DOWN	0.907299970893265	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0115991	MtrunA17Chr3g0115991			medtr.A17.gnm5.MtrunA17Chr3	-	37308573	37317046	-3.04260421343849	0.0403511772273869	DOWN	-0.899517141388625	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0056411	MtrunA17Chr4g0056411	MtnsLTP84	non-specific Lipid Transfer Protein	medtr.A17.gnm5.MtrunA17Chr4	-	49795438	49796345	-2.48532451402991	0.0117377115312265	DOWN	0.876297821386711	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0071161	MtrunA17Chr4g0071161			medtr.A17.gnm5.MtrunA17Chr4	-	60626361	60627535	-2.31796485544914	0.047366886068169	DOWN	0.870395105233382	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0244571	MtrunA17Chr7g0244571			medtr.A17.gnm5.MtrunA17Chr7	+	33791194	33792996	-1.86321137532324	0.0241778459615835	DOWN	-0.847871062676168	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0051651	MtrunA17Chr4g0051651			medtr.A17.gnm5.MtrunA17Chr4	+	46090817	46095067	-2.93893731469724	0.0117377115312265	DOWN	-0.845174322542172	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0231431	MtrunA17Chr7g0231431	MtCycU2-1	Cyclin U type (BT052177.1)	medtr.A17.gnm5.MtrunA17Chr7	-	21024801	21027780	-4.75484034451243	0.00469258899739259	DOWN	-0.843778571964572	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0154301	MtrunA17Chr1g0154301			medtr.A17.gnm5.MtrunA17Chr1	-	6542048	6544429	-3.0999054757544	0.0117068427024637	DOWN	0.827880986543392	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0005661	MtrunA17Chr4g0005661			medtr.A17.gnm5.MtrunA17Chr4	+	4428991	4431411	-2.30648715784556	0.0199183225501128	DOWN	-0.825157493539772	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0180741	MtrunA17Chr1g0180741			medtr.A17.gnm5.MtrunA17Chr1	+	31877099	31877928	-3.48000965114187	0.0314909515250656	DOWN	-0.820436516284484	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0486441	MtrunA17Chr6g0486441			medtr.A17.gnm5.MtrunA17Chr6	-	40801266	40803865	-2.57087571428316	0.0163844616442755	DOWN	0.811952416285637	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0054551	MtrunA17Chr4g0054551			medtr.A17.gnm5.MtrunA17Chr4	-	48334978	48337843	-4.28846037056784	0.000532065648718777	DOWN	-0.810371501569319	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0482161	MtrunA17Chr6g0482161			medtr.A17.gnm5.MtrunA17Chr6	-	36828725	36834919	-2.51124887239437	0.0454534834435585	DOWN	0.808109119374044	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461151	MtrunA17Chr6g0461151			medtr.A17.gnm5.MtrunA17Chr6	+	10410008	10413599	-2.37527050908668	0.0124595156946602	DOWN	-0.795782724720685	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0443381	MtrunA17Chr5g0443381			medtr.A17.gnm5.MtrunA17Chr5	-	41211956	41215128	-2.87900851791087	0.0135511710476338	DOWN	0.790270278734204	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0315251	MtrunA17Chr2g0315251			medtr.A17.gnm5.MtrunA17Chr2	-	37590669	37591531	-2.57565321195154	0.0255777805038152	DOWN	-0.786126046679707	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0203251	MtrunA17Chr1g0203251			medtr.A17.gnm5.MtrunA17Chr1	+	49157641	49161346	-2.40630117255918	0.0317526893101264	DOWN	0.783986608164024	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0488871	MtrunA17Chr6g0488871			medtr.A17.gnm5.MtrunA17Chr6	-	42776810	42777363	-2.50098126398393	0.0390317826179989	DOWN	0.779241361347424	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0343631	MtrunA17Chr8g0343631			medtr.A17.gnm5.MtrunA17Chr8	+	6984389	6988989	-3.69730757482081	0.0457572417711356	DOWN	0.778382929761582	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0053411	MtrunA17Chr4g0053411			medtr.A17.gnm5.MtrunA17Chr4	-	47341822	47346213	-1.97443527871198	0.0125196675550858	DOWN	-0.776127733661969	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0171351	MtrunA17Chr1g0171351			medtr.A17.gnm5.MtrunA17Chr1	+	20122145	20133297	-2.06316848833089	0.00325086622382491	DOWN	0.774433728997763	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164461	MtrunA17Chr1g0164461	MtGT-2	trihelix transcription factor (GT) 2	medtr.A17.gnm5.MtrunA17Chr1	-	14263183	14264600	-2.34168271178584	0.0376782980656923	DOWN	-0.764252206745486	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0479621	MtrunA17Chr6g0479621			medtr.A17.gnm5.MtrunA17Chr6	+	34248217	34254787	-1.98499154075025	0.0252441397704612	DOWN	0.759668457747685	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0013201	MtrunA17Chr4g0013201	MtPrx24	peroxidase	medtr.A17.gnm5.MtrunA17Chr4	-	10652583	10654616	-4.39661481784394	1.2388294285629e-06	DOWN	0.731485837277487	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0137171	MtrunA17Chr3g0137171			medtr.A17.gnm5.MtrunA17Chr3	-	52555823	52557232	-3.55756966432816	0.0332704305479091	DOWN	0.727414054939283	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0404661	MtrunA17Chr5g0404661			medtr.A17.gnm5.MtrunA17Chr5	+	8071476	8074275	-1.86947606361417	0.0285718419332608	DOWN	0.716950966687856	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0054561	MtrunA17Chr4g0054561			medtr.A17.gnm5.MtrunA17Chr4	-	48349401	48352865	-4.92094561298432	0.000532065648718777	DOWN	-0.710851318103446	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0249621	MtrunA17Chr7g0249621	MtPLT4|MtBBM	plethora ERF|BABYBOOM	medtr.A17.gnm5.MtrunA17Chr7	-	37380731	37385348	-2.22112417773813	0.0410380592979516	DOWN	-0.695459656429977	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0044871	MtrunA17Chr4g0044871			medtr.A17.gnm5.MtrunA17Chr4	+	41677821	41678795	-5.22244023171195	0.000609342564482764	DOWN	-0.675788972256675	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0154291	MtrunA17Chr1g0154291			medtr.A17.gnm5.MtrunA17Chr1	+	6536606	6540128	-2.74658352459041	0.0442660079046551	DOWN	0.658191260179171	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0405191	MtrunA17Chr5g0405191			medtr.A17.gnm5.MtrunA17Chr5	+	8431164	8435625	-2.59590179543895	0.00228916392984746	DOWN	0.64552907498556	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0122031	MtrunA17Chr3g0122031			medtr.A17.gnm5.MtrunA17Chr3	-	41665170	41666965	-3.78366112992603	0.00892398747494566	DOWN	-0.637104064974681	1	NS
DOWN	A86_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0286051	MtrunA17Chr2g0286051			medtr.A17.gnm5.MtrunA17Chr2	+	6497950	6503742	-1.90858734778894	0.0417448114488401	DOWN	-0.635277419347751	1	NS
