direction	region	gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A86485_logFC	A86485_FDR	A86485_sig	dnf2_logFC	dnf2_FDR	dnf2_sig
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0050671	MtrunA17Chr4g0050671			medtr.A17.gnm5.MtrunA17Chr4	-	45563506	45564511	-5.02328958006126	0.000961934249099742	DOWN	-8.29117081871205	0.000113411692994894	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0008041	MtrunA17Chr4g0008041			medtr.A17.gnm5.MtrunA17Chr4	-	6235877	6236624	-5.79968473344392	6.94221861686694e-05	DOWN	-8.20949003376944	7.44366030706504e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0358161	MtrunA17Chr8g0358161			medtr.A17.gnm5.MtrunA17Chr8	+	20187285	20190693	-3.43523435376498	0.00226198539259911	DOWN	-8.20086600582766	6.3596211840229e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0446291	MtrunA17Chr5g0446291			medtr.A17.gnm5.MtrunA17Chr5	+	42924156	42925321	-3.76129026246916	0.00353029011727161	DOWN	-8.1172983426331	0.000143296901711854	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0476571	MtrunA17Chr6g0476571	MtNCR070	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr6	-	31381919	31383940	-4.56627733229179	0.00403964030079203	DOWN	-8.10854044119903	9.57193749645373e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0047851	MtrunA17Chr4g0047851			medtr.A17.gnm5.MtrunA17Chr4	-	43726665	43727603	-4.45182949401953	0.0117977523797948	DOWN	-8.01168263200111	0.00145466903987358	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0437581	MtrunA17Chr5g0437581			medtr.A17.gnm5.MtrunA17Chr5	-	37128691	37129601	-4.73766817549472	0.000961934249099742	DOWN	-8.00400932550451	9.30207767647135e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0029841	MtrunA17Chr4g0029841			medtr.A17.gnm5.MtrunA17Chr4	-	30534396	30535386	-4.37765064179315	0.000391010930903831	DOWN	-7.85866080850846	1.15579501667879e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0402631	MtrunA17Chr5g0402631	MtNodGRP25	Nodule-specific Glycine-rich	medtr.A17.gnm5.MtrunA17Chr5	-	6681669	6683922	-3.35194006486766	0.0140599406094112	DOWN	-7.84937947447723	0.000470386338981995	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0481661	MtrunA17Chr6g0481661			medtr.A17.gnm5.MtrunA17Chr6	+	36487943	36489479	-2.61297037070344	0.0333667488825241	DOWN	-7.76392148967134	0.000286418289371046	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0105321	MtrunA17Chr3g0105321			medtr.A17.gnm5.MtrunA17Chr3	-	29273384	29276331	-4.46551360009049	0.0189177209077259	DOWN	-7.73185475010028	0.00277210342867383	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0450501	MtrunA17Chr6g0450501			medtr.A17.gnm5.MtrunA17Chr6	+	1193114	1195565	-7.67120048874254	0.0128212557454244	DOWN	-7.67120048874254	0.00747812896080632	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0112871	MtrunA17Chr3g0112871			medtr.A17.gnm5.MtrunA17Chr3	-	34770017	34770817	-4.39702096262642	0.00772385140341131	DOWN	-7.66551416327972	0.000851690230443679	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0450471	MtrunA17Chr6g0450471			medtr.A17.gnm5.MtrunA17Chr6	+	1185893	1186448	-4.74291165471879	0.0196878538443703	DOWN	-7.64453205878145	0.00376657788026619	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0414771	MtrunA17Chr5g0414771			medtr.A17.gnm5.MtrunA17Chr5	+	15724788	15726323	-5.25445447932024	0.000167454198463046	DOWN	-7.63679334212	7.76488058065562e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0270521	MtrunA17Chr7g0270521			medtr.A17.gnm5.MtrunA17Chr7	-	52200478	52211538	-3.5653477301706	0.00432544796029305	DOWN	-7.57288252220537	0.000146638097357355	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0476561	MtrunA17Chr6g0476561			medtr.A17.gnm5.MtrunA17Chr6	+	31373827	31375645	-4.32879059695612	0.000626065116149163	DOWN	-7.48312164389697	3.26343608078423e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0376791	MtrunA17Chr8g0376791			medtr.A17.gnm5.MtrunA17Chr8	-	38298837	38299999	-3.10247617048027	0.0212477848942398	DOWN	-7.45409120548835	0.000583030316516588	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0036881	MtrunA17Chr4g0036881			medtr.A17.gnm5.MtrunA17Chr4	+	35572082	35572774	-4.55367099336499	0.000115279423042592	DOWN	-7.34048656408906	5.53467552094162e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0370481	MtrunA17Chr8g0370481			medtr.A17.gnm5.MtrunA17Chr8	-	33616799	33618501	-4.90197529328369	0.00840286022340213	DOWN	-7.31178059360921	0.00167250163038825	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0178571	MtrunA17Chr1g0178571			medtr.A17.gnm5.MtrunA17Chr1	-	30039059	30039841	-2.67188145153316	0.0415687651877838	DOWN	-7.30131543196861	0.000543666176923377	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0407731	MtrunA17Chr5g0407731	MtGAOL11	Gibberellin-oxidase like 11	medtr.A17.gnm5.MtrunA17Chr5	-	10158765	10161849	-7.28881953473478	0.00838712996939956	DOWN	-7.28881953473478	0.0048353440698834	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0186601	MtrunA17Chr1g0186601			medtr.A17.gnm5.MtrunA17Chr1	+	36841538	36843770	-6.67708439168403	8.56206171101936e-05	DOWN	-7.27983762552133	1.57554887455577e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0318621	MtrunA17Chr2g0318621			medtr.A17.gnm5.MtrunA17Chr2	+	40139588	40140353	-4.32962585739642	0.00216028661311138	DOWN	-7.23186379061986	0.000204143434053757	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0438521	MtrunA17Chr5g0438521			medtr.A17.gnm5.MtrunA17Chr5	-	37704266	37705460	-3.6765292159692	0.00326692233917967	DOWN	-7.23181405511058	0.000147087338308312	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0474581	MtrunA17Chr6g0474581			medtr.A17.gnm5.MtrunA17Chr6	-	28515794	28516700	-4.72694139120582	0.000305689474931145	DOWN	-7.22582163423549	2.03549537698313e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0485181	MtrunA17Chr6g0485181			medtr.A17.gnm5.MtrunA17Chr6	+	39713170	39716569	-4.39600858999306	4.34309658439613e-05	DOWN	-7.20050798700578	5.73140426106663e-07	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0179221	MtrunA17Chr1g0179221			medtr.A17.gnm5.MtrunA17Chr1	+	30590015	30591724	-7.17457490609508	0.00149012276394062	DOWN	-7.17457490609508	0.000735564073742584	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0301781	MtrunA17Chr2g0301781			medtr.A17.gnm5.MtrunA17Chr2	-	19473965	19474803	-4.23578500789046	0.00588390027842164	DOWN	-7.13274114828303	0.000601579994029159	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0471761	MtrunA17Chr6g0471761			medtr.A17.gnm5.MtrunA17Chr6	+	23154589	23162801	-4.64397276249836	0.000222027267458401	DOWN	-7.12719356328462	1.41141747522521e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0327591	MtrunA17Chr2g0327591			medtr.A17.gnm5.MtrunA17Chr2	+	47089160	47090099	-4.17883460413934	0.0210437991595755	DOWN	-7.080455008202	0.00286152478774173	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0487811	MtrunA17Chr6g0487811			medtr.A17.gnm5.MtrunA17Chr6	+	41994157	41996069	-4.79729727546557	2.83034783938374e-05	DOWN	-7.07786051683413	5.73140426106663e-07	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0141591	MtrunA17Chr3g0141591			medtr.A17.gnm5.MtrunA17Chr3	-	55777983	55779821	-4.71522830487689	2.83034783938374e-05	DOWN	-7.0699042163208	5.70502956064162e-07	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0414661	MtrunA17Chr5g0414661			medtr.A17.gnm5.MtrunA17Chr5	+	15634514	15636187	-4.95527262660364	0.000953708623405431	DOWN	-7.06077890361362	4.1901890300013e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0307611	MtrunA17Chr2g0307611			medtr.A17.gnm5.MtrunA17Chr2	-	30092059	30092866	-4.62930073941205	0.00625726805367758	DOWN	-7.04035267857037	0.000961061744425764	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0450451	MtrunA17Chr6g0450451			medtr.A17.gnm5.MtrunA17Chr6	-	1182480	1186435	-5.84073144956789	0.000128104476874438	DOWN	-7.03585820270614	2.22489822865878e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0277121	MtrunA17Chr2g0277121			medtr.A17.gnm5.MtrunA17Chr2	-	361181	361692	-4.59745308283202	0.00072454732072698	DOWN	-7.00568553317724	7.73496023034009e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0450491	MtrunA17Chr6g0450491	MtNCR664	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr6	+	1190832	1192174	-5.34611920644128	0.0048398466084868	DOWN	-7.00283825020207	0.00131027236563086	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0452961	MtrunA17Chr6g0452961			medtr.A17.gnm5.MtrunA17Chr6	+	3239603	3240235	-4.54094137337358	0.00409402087129646	DOWN	-6.9507466736991	0.000554117352496964	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0485221	MtrunA17Chr6g0485221			medtr.A17.gnm5.MtrunA17Chr6	-	39735052	39736659	-4.04719201303146	0.0186563243202325	DOWN	-6.94881241709413	0.00211794268960975	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0306421	MtrunA17Chr2g0306421			medtr.A17.gnm5.MtrunA17Chr2	-	27928986	27929674	-4.39891815757157	0.000236896698330688	DOWN	-6.8807622316669	1.34012059832605e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0358291	MtrunA17Chr8g0358291			medtr.A17.gnm5.MtrunA17Chr8	-	20435289	20436054	-5.00693423021929	0.00114689483614978	DOWN	-6.85905841160229	0.000194544800495723	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0062741	MtrunA17Chr4g0062741			medtr.A17.gnm5.MtrunA17Chr4	+	54435630	54437625	-3.29174124517326	0.00894561374408852	DOWN	-6.85128225477892	0.0002941381967851	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0227051	MtrunA17Chr7g0227051			medtr.A17.gnm5.MtrunA17Chr7	+	12156008	12160573	-4.92543169190672	4.34309658439613e-05	DOWN	-6.84699630776672	1.46699350100659e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0070151	MtrunA17Chr4g0070151			medtr.A17.gnm5.MtrunA17Chr4	-	59888835	59889056	-4.43817544390308	0.0224242922765758	DOWN	-6.8464078942483	0.00412692668841721	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0070241	MtrunA17Chr4g0070241			medtr.A17.gnm5.MtrunA17Chr4	-	59955053	59956795	-6.79073538351609	0.0113183544101487	DOWN	-6.79073538351609	0.006649404772164	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0170561	MtrunA17Chr1g0170561			medtr.A17.gnm5.MtrunA17Chr1	-	19302407	19302813	-6.71144871857052	0.0248753453529973	DOWN	-6.71144871857052	0.0152589230827927	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0185431	MtrunA17Chr1g0185431			medtr.A17.gnm5.MtrunA17Chr1	-	35871983	35872742	-4.90552327061941	0.000232878732644382	DOWN	-6.69221292534593	2.03549537698313e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0424121	MtrunA17Chr5g0424121			medtr.A17.gnm5.MtrunA17Chr5	-	26043828	26044165	-2.66572073391659	0.00850646467525636	DOWN	-6.67295349489193	5.90762353659864e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0474601	MtrunA17Chr6g0474601			medtr.A17.gnm5.MtrunA17Chr6	-	28517696	28517952	-2.62119336996893	0.0371374243885436	DOWN	-6.63141093831528	0.000483896383243369	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0179951	MtrunA17Chr1g0179951			medtr.A17.gnm5.MtrunA17Chr1	-	31178445	31180794	-7.18372750609688	2.83034783938374e-05	DOWN	-6.62860462644526	5.3414760359047e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0118221	MtrunA17Chr3g0118221			medtr.A17.gnm5.MtrunA17Chr3	-	38922300	38923884	-4.91174628912513	8.56206171101936e-05	DOWN	-6.62746256765426	6.73224518737439e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0328511	MtrunA17Chr2g0328511	MtZIP2	Zinc-Iron Permease 2	medtr.A17.gnm5.MtrunA17Chr2	-	47786411	47788459	-5.76670972760756	0.000200166209715286	DOWN	-6.58081015515572	2.71502518142581e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0224331	MtrunA17Chr7g0224331			medtr.A17.gnm5.MtrunA17Chr7	+	9541444	9544139	-4.86991871192779	7.5362560180094e-05	DOWN	-6.56058781565014	5.09283293312004e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0027641	MtrunA17Chr4g0027641			medtr.A17.gnm5.MtrunA17Chr4	-	28694070	28695072	-6.55752116970536	0.0265170018438418	DOWN	-6.55752116970536	0.0163588620245636	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0083251	MtrunA17Chr3g0083251			medtr.A17.gnm5.MtrunA17Chr3	+	4869408	4870204	-6.5542667531151	0.00643466622636271	DOWN	-6.5542667531151	0.00362742248621929	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0299241	MtrunA17Chr2g0299241			medtr.A17.gnm5.MtrunA17Chr2	+	17212698	17213583	-4.85748896977118	0.0210404541427219	DOWN	-6.51579774362264	0.00594285827461095	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0105231	MtrunA17Chr3g0105231			medtr.A17.gnm5.MtrunA17Chr3	+	29192958	29193279	-4.21580972098354	0.000159833070426959	DOWN	-6.4979924287396	6.75732264013787e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0405511	MtrunA17Chr5g0405511			medtr.A17.gnm5.MtrunA17Chr5	-	8732726	8733399	-4.28435917738349	0.000378168487401568	DOWN	-6.48295439385884	8.06645422613137e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0176511	MtrunA17Chr1g0176511			medtr.A17.gnm5.MtrunA17Chr1	-	28091787	28092533	-3.56640322571206	0.0183091067163358	DOWN	-6.4686411589355	0.00134350913821351	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0171851	MtrunA17Chr1g0171851			medtr.A17.gnm5.MtrunA17Chr1	+	20570868	20573499	-3.48471051082143	6.93051011985768e-05	DOWN	-6.46537575446993	3.6466558270792e-07	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0429601	MtrunA17Chr5g0429601	MtNodGRP1D	Nodule-specific Glycine-rich	medtr.A17.gnm5.MtrunA17Chr5	-	30943743	30944761	-4.01956651885376	0.00148156365188364	DOWN	-6.43930552611611	2.97401872793896e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0191651	MtrunA17Chr1g0191651			medtr.A17.gnm5.MtrunA17Chr1	+	40601185	40602532	-5.99200081356602	3.63615298137937e-05	DOWN	-6.42557285361177	4.93407999707943e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0029591	MtrunA17Chr4g0029591			medtr.A17.gnm5.MtrunA17Chr4	+	30372013	30374252	-2.85309174471569	0.0174298681799881	DOWN	-6.38197043506176	0.000258975270673025	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0244221	MtrunA17Chr7g0244221			medtr.A17.gnm5.MtrunA17Chr7	+	33375772	33377191	-3.79180966085433	0.00192517157780728	DOWN	-6.325194432495	2.61728210865403e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0029851	MtrunA17Chr4g0029851			medtr.A17.gnm5.MtrunA17Chr4	+	30536781	30540228	-3.51736220506328	0.00122071853694255	DOWN	-6.32382743529099	6.75732264013787e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0094091	MtrunA17Chr3g0094091			medtr.A17.gnm5.MtrunA17Chr3	+	16564797	16564928	-5.12399878850532	0.00217804547827701	DOWN	-6.31833475609283	0.000554117352496964	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0008051	MtrunA17Chr4g0008051			medtr.A17.gnm5.MtrunA17Chr4	+	6235951	6237423	-3.38970802085554	0.00544702471589236	DOWN	-6.31630364305146	0.000207300480874863	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0029861	MtrunA17Chr4g0029861			medtr.A17.gnm5.MtrunA17Chr4	+	30540230	30541321	-3.77665592242944	0.000233835419618617	DOWN	-6.25637795175545	2.51317627897906e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0259001	MtrunA17Chr7g0259001			medtr.A17.gnm5.MtrunA17Chr7	-	44139358	44143954	-4.37114249507124	4.42521983259619e-05	DOWN	-6.22507231128975	9.77247112867654e-07	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0436751	MtrunA17Chr5g0436751			medtr.A17.gnm5.MtrunA17Chr5	+	36458235	36459090	-3.0383375090008	0.00428152741847531	DOWN	-6.16968940987515	3.35639090401547e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0302911	MtrunA17Chr2g0302911			medtr.A17.gnm5.MtrunA17Chr2	+	20533043	20533757	-3.22576382588045	0.00957940740171545	DOWN	-6.1513985564788	0.000319145818901105	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0450461	MtrunA17Chr6g0450461	MtNCR224	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr6	+	1184117	1185211	-4.30010565582324	0.000122098544149181	DOWN	-6.10372203097837	5.09283293312004e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0168751	MtrunA17Chr1g0168751			medtr.A17.gnm5.MtrunA17Chr1	-	17643134	17643757	-4.37925796658578	0.000145284233610733	DOWN	-6.09873605879281	9.92708478492838e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0033221	MtrunA17Chr4g0033221	MtNCR645	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr4	+	33148283	33150881	-3.37233035787781	0.000126859581369851	DOWN	-6.09658542717493	5.73140426106663e-07	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0119061	MtrunA17Chr3g0119061			medtr.A17.gnm5.MtrunA17Chr3	-	39536350	39537304	-3.17093444913207	0.00273620164750349	DOWN	-6.08319714500587	6.40172093171794e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0141601	MtrunA17Chr3g0141601			medtr.A17.gnm5.MtrunA17Chr3	+	55779098	55779962	-5.60980224690778	3.63615298137937e-05	DOWN	-6.08014232688578	4.12973473854558e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0029771	MtrunA17Chr4g0029771	MtNCR313b	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr4	+	30509483	30513747	-4.75218816918471	4.34309658439613e-05	DOWN	-6.0766766648032	1.84650909947916e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0102941	MtrunA17Chr3g0102941			medtr.A17.gnm5.MtrunA17Chr3	+	27432648	27441261	-3.30556090028248	0.000236896698330688	DOWN	-6.0620515480207	7.06388382412981e-07	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0107781	MtrunA17Chr3g0107781	MtNCR-new19	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr3	-	31283072	31283925	-3.9717374161265	0.000111089603201305	DOWN	-6.05441571932169	2.1469191264747e-06	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0140931	MtrunA17Chr3g0140931	MtMATE54	multidrug and toxic compound extrusion family	medtr.A17.gnm5.MtrunA17Chr3	+	55281103	55283748	-3.40126642186385	0.00131124071404943	DOWN	-6.05197213492508	1.20779854963071e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0062941	MtrunA17Chr4g0062941			medtr.A17.gnm5.MtrunA17Chr4	+	54632563	54642936	-4.36575458656616	0.000236896698330688	DOWN	-6.02734705523954	1.88438562497955e-05	DOWN
DOWN	A86485_dnf2_shared	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0360901	MtrunA17Chr8g0360901			medtr.A17.gnm5.MtrunA17Chr8	+	25187995	25188688	-4.3501413946891	4.34309658439613e-05	DOWN	-5.95134674586069	1.16498679198843e-06	DOWN
